instance,status,meanSolverTime
inst-529-484122292,solverTimeOut,0
inst-529-633239544,tooEasy,0.042
inst-530-1822952153,tooEasy,0.004
inst-530-1986116737,tooEasy,0.004
inst-530-2112075539,tooEasy,0.004
inst-530-484122292,solverTimeOut,0
inst-530-633239544,tooEasy,0.007
inst-53-1014571339,tooEasy,0.022
inst-53-1242700005,tooEasy,0.057
inst-53-1401207286,tooEasy,0.003
inst-53-1710883418,tooEasy,0.005
inst-53-1986116737,tooEasy,0.022
inst-53-215827268,tooEasy,0.034
inst-532-1822952153,solverTimeOut,0
inst-532-1986116737,tooEasy,5.28
inst-532-2112075539,tooEasy,0.005
inst-532-484122292,tooEasy,0.005
inst-532-633239544,solverTimeOut,0
inst-533-1710883418,tooEasy,0.444
inst-533-1822952153,solverTimeOut,0
inst-533-1986116737,tooEasy,0.114
inst-533-2112075539,tooEasy,0.258
inst-533-484122292,tooEasy,0.124
inst-533-633239544,tooEasy,7.892
inst-534-1710883418,tooEasy,0.417
inst-534-1822952153,tooEasy,0.005
inst-534-1986116737,graded,139.45
inst-534-2112075539,tooEasy,0.004
inst-534-484122292,tooEasy,0.057
inst-534-633239544,tooEasy,0.007
inst-53-484122292,tooEasy,0.013
inst-535-1822952153,tooEasy,3.987
inst-535-1986116737,graded,138.058
inst-535-2112075539,tooEasy,0.026
inst-535-484122292,tooEasy,0.005
inst-535-633239544,tooEasy,0.006
inst-53-715166324,tooEasy,0.053
inst-537-1822952153,solverTimeOut,0
inst-537-1986116737,solverTimeOut,0
inst-537-2112075539,solverTimeOut,0
inst-537-484122292,solverTimeOut,0
inst-537-633239544,solverTimeOut,0
inst-538-1822952153,solverTimeOut,0
inst-538-1986116737,tooEasy,0.073
inst-538-2112075539,graded,931.183
inst-538-484122292,tooEasy,0.084
inst-538-633239544,solverTimeOut,0
inst-53-875407424,tooEasy,0.064
inst-539-1822952153,solverTimeOut,0
inst-539-1986116737,solverTimeOut,0
inst-539-2112075539,solverTimeOut,0
inst-539-484122292,solverTimeOut,0
inst-539-633239544,solverTimeOut,0
inst-540-1822952153,tooEasy,0.005
inst-540-1986116737,tooEasy,0.004
inst-540-2112075539,tooEasy,0.005
inst-540-484122292,tooEasy,0.144
inst-540-633239544,tooEasy,0.005
inst-54-1242700005,tooEasy,0.021
inst-54-1986116737,solverTimeOut,0
inst-542-1710883418,tooEasy,0.032
inst-542-1822952153,tooEasy,0.828
inst-542-1986116737,tooEasy,0.047
inst-542-2112075539,tooEasy,0.015
inst-542-484122292,tooEasy,0.015
inst-542-633239544,tooEasy,0.241
inst-54-484122292,solverTimeOut,0
inst-546-1822952153,tooEasy,0.004
inst-546-1986116737,tooEasy,0.006
inst-546-2112075539,tooEasy,0.017
inst-546-484122292,tooEasy,0.006
inst-546-633239544,tooEasy,0.005
inst-54-715166324,tooEasy,0.034
inst-547-1822952153,solverTimeOut,0
inst-547-1986116737,graded,220.118
inst-547-2112075539,solverTimeOut,0
inst-547-484122292,tooEasy,0.424
inst-547-633239544,solverTimeOut,0
inst-548-1822952153,solverTimeOut,0
inst-548-1986116737,solverTimeOut,0
inst-548-2112075539,solverTimeOut,0
inst-548-484122292,tooEasy,0.058
inst-548-633239544,tooEasy,1.318
inst-54-875407424,solverTimeOut,0
inst-549-1710883418,tooEasy,0.03
inst-549-1822952153,solverTimeOut,0
inst-549-1986116737,graded,32.719
inst-549-2112075539,solverTimeOut,0
inst-549-484122292,tooEasy,0.89
inst-549-633239544,tooEasy,3.827
inst-550-1822952153,tooEasy,0.035
inst-550-1986116737,solverTimeOut,0
inst-550-2112075539,tooEasy,0.008
inst-550-484122292,tooEasy,0.223
inst-550-633239544,tooEasy,0.004
inst-551-1822952153,solverTimeOut,0
inst-551-1986116737,solverTimeOut,0
inst-551-2112075539,tooEasy,0.09
inst-551-484122292,solverTimeOut,0
inst-551-633239544,solverTimeOut,0
inst-552-1822952153,tooEasy,0.012
inst-552-1986116737,tooEasy,0.009
inst-552-2112075539,tooEasy,0.009
inst-552-484122292,solverTimeOut,0
inst-552-633239544,tooEasy,0.021
inst-553-1822952153,solverTimeOut,0
inst-553-1986116737,solverTimeOut,0
inst-553-2112075539,graded,305.481
inst-553-484122292,tooEasy,0.735
inst-553-633239544,solverTimeOut,0
inst-558-1710883418,tooEasy,0.009
inst-558-1822952153,tooEasy,0.015
inst-558-1986116737,tooEasy,0.185
inst-558-2112075539,tooEasy,0.362
inst-558-484122292,tooEasy,0.006
inst-558-633239544,tooEasy,0.021
inst-560-1822952153,solverTimeOut,0
inst-560-1986116737,solverTimeOut,0
inst-560-2112075539,solverTimeOut,0
inst-560-484122292,solverTimeOut,0
inst-560-633239544,solverTimeOut,0
inst-562-1822952153,solverTimeOut,0
inst-562-1986116737,solverTimeOut,0
inst-562-2112075539,solverTimeOut,0
inst-562-484122292,solverTimeOut,0
inst-562-633239544,tooEasy,0.029
inst-564-1822952153,solverTimeOut,0
inst-564-1986116737,solverTimeOut,0
inst-564-2112075539,solverTimeOut,0
inst-564-484122292,solverTimeOut,0
inst-564-633239544,solverTimeOut,0
inst-565-1822952153,solverTimeOut,0
inst-565-1986116737,graded,15.446
inst-565-2112075539,solverTimeOut,0
inst-565-484122292,solverTimeOut,0
inst-565-633239544,graded,1096.678
inst-566-1822952153,tooEasy,0.005
inst-566-1986116737,tooEasy,0.011
inst-566-2112075539,solverTimeOut,0
inst-566-484122292,tooEasy,0.478
inst-566-633239544,solverTimeOut,0
inst-58-1242700005,solverTimeOut,0
inst-58-1986116737,solverTimeOut,0
inst-58-484122292,solverTimeOut,0
inst-58-715166324,solverTimeOut,0
inst-58-875407424,solverTimeOut,0
inst-63-1014571339,solverTimeOut,0
inst-63-1242700005,solverTimeOut,0
inst-63-1401207286,solverTimeOut,0
inst-63-1710883418,tooEasy,0.041
inst-63-1986116737,tooEasy,0.02
inst-63-215827268,graded,29.023
inst-63-484122292,graded,185.093
inst-63-715166324,tooEasy,0.093
inst-63-875407424,solverTimeOut,0
inst-65-1242700005,solverTimeOut,0
inst-65-484122292,solverTimeOut,0
inst-65-715166324,solverTimeOut,0
inst-65-875407424,solverTimeOut,0
inst-66-1242700005,solverTimeOut,0
inst-66-1710883418,solverTimeOut,0
inst-66-1986116737,tooEasy,0.038
inst-66-215827268,solverTimeOut,0
inst-66-484122292,tooEasy,0.031
inst-66-715166324,solverTimeOut,0
inst-66-875407424,tooEasy,0.059
inst-67-1242700005,tooEasy,0.013
inst-67-1710883418,tooEasy,0.012
inst-67-1986116737,tooEasy,0.008
inst-67-215827268,tooEasy,0.003
inst-67-484122292,tooEasy,0.005
inst-67-715166324,tooEasy,0.113
inst-67-875407424,tooEasy,0.008
inst-69-1242700005,tooEasy,0.042
inst-69-1986116737,solverTimeOut,0
inst-69-484122292,solverTimeOut,0
inst-69-715166324,solverTimeOut,0
inst-69-875407424,solverTimeOut,0
inst-70-1242700005,tooEasy,0.005
inst-70-1710883418,solverTimeOut,0
inst-70-1986116737,tooEasy,0.006
inst-70-215827268,solverTimeOut,0
inst-70-484122292,tooEasy,0.005
inst-70-715166324,tooEasy,0.014
inst-70-875407424,solverTimeOut,0
inst-7-1242700005,solverTimeOut,0
inst-7-1710883418,solverTimeOut,0
inst-7-1986116737,tooEasy,0.088
inst-72-1014571339,graded,61.119
inst-72-1242700005,solverTimeOut,0
inst-72-1401207286,tooEasy,0.482
inst-7-215827268,tooEasy,0.043
inst-72-1710883418,tooEasy,0.07
inst-72-1822952153,solverTimeOut,0
inst-72-19034017,graded,23.335
inst-72-1927683781,tooEasy,0.007
inst-72-1986116737,tooEasy,0.049
inst-72-2112075539,graded,907.132
inst-72-215827268,tooEasy,0.027
inst-72-322757527,graded,315.068
inst-72-484122292,tooEasy,0.084
inst-72-633239544,graded,68.734
inst-72-715166324,graded,17.763
inst-72-875407424,tooEasy,0.421
inst-7-484122292,solverTimeOut,0
inst-75-1242700005,solverTimeOut,0
inst-75-1710883418,solverTimeOut,0
inst-75-1986116737,solverTimeOut,0
inst-75-215827268,solverTimeOut,0
inst-75-484122292,tooEasy,0.066
inst-75-715166324,solverTimeOut,0
inst-75-875407424,tooEasy,0.075
inst-77-1242700005,tooEasy,0.006
inst-7-715166324,tooEasy,0.078
inst-77-1710883418,tooEasy,0.003
inst-77-1986116737,tooEasy,0.01
inst-77-215827268,tooEasy,0.024
inst-77-484122292,tooEasy,0.053
inst-77-715166324,tooEasy,0.009
inst-77-875407424,tooEasy,0.006
inst-7-875407424,solverTimeOut,0
inst-83-1242700005,solverTimeOut,0
inst-83-1986116737,solverTimeOut,0
inst-83-484122292,solverTimeOut,0
inst-83-715166324,solverTimeOut,0
inst-83-875407424,solverTimeOut,0
inst-86-1242700005,tooEasy,0.005
inst-86-1710883418,tooEasy,0.004
inst-86-1986116737,tooEasy,0.062
inst-86-215827268,tooEasy,0.04
inst-86-484122292,tooEasy,0.016
inst-86-715166324,tooEasy,0.011
inst-86-875407424,tooEasy,0.005
inst-88-1242700005,solverTimeOut,0
inst-88-1986116737,solverTimeOut,0
inst-88-484122292,solverTimeOut,0
inst-88-715166324,tooEasy,0.03
inst-88-875407424,solverTimeOut,0
inst-91-1242700005,tooEasy,0.006
inst-91-1986116737,tooEasy,0.005
inst-9-1242700005,tooEasy,0.005
inst-91-484122292,solverTimeOut,0
inst-9-1710883418,tooEasy,0.004
inst-91-715166324,tooEasy,0.009
inst-91-875407424,solverTimeOut,0
inst-9-1986116737,tooEasy,0.023
inst-9-215827268,tooEasy,0.037
inst-9-484122292,tooEasy,0.01
inst-9-715166324,tooEasy,0.048
inst-9-875407424,tooEasy,0.073
